Unique_ID,CompetitionFY,Institution,Total_Amount,Program_Name,Program_Type,Title,Main_Discipline,Area_of_Research
543425-2019,2019,Memorial University of Newfoundland,3015.0,,Research Partnerships,Tectonic plate fragmentation models for deformable plate reconstructions: applications to the margins of the southern North Atlantic,Environment,Geophysics
537535-2019,2019,University of Manitoba,3018.0,,Research Training and Talent Development,Wildlife Contaminants Workshop - building contaminants research capacity in Nunavut,Environment,Ecotoxicology
549104-2019,2019,Cégep de la Gaspésie et des Îles,3036.0,,Research Partnerships,Visites industries impliquées dans la transformation des produits marins et l'aquaculture en Nouvelle Écosse,Agriculture and primary food production,Microbial ecology
540051-2019,2019,University of Manitoba,3093.0,,Research Training and Talent Development,The role of MeCP2 on cell signaling molecules in the brain,"Health, education and social services",Cell biology
548847-2019,2019,Fanshawe College of Applied Arts & Technology,3138.0,,Research Partnerships,"Networking Event by Fanshawe Research, Corporate Training and the Canadian Centre for Product Validation",Transportation systems and services,Artificial intelligence
538242-2019,2019,Queen's University,3146.0,,Research Training and Talent Development,Community Engagement Project,The socioeconomic objective available,Pure mathematics
537952-2019,2019,Cégep de Saint-Laurent,3200.0,,Research Partnerships,Collaboration pour le développement de solutions technologiques de traitement et recyclage des eaux piscicoles,Manufacturing processes and products,Environmental engineering
544422-2019,2019,Cégep de la Gaspésie et des Îles,3281.0,,Research Partnerships,"Visite stratégique à trois entreprises: Kemira Inc., Veolia INc., et Ferme Piscicole des Bobines",The socioeconomic objective available,Soil science
547637-2019,2019,Cégep de Victoriaville,3287.0,,Research Partnerships,Rencontre de concertation - Légumes de climats frais sous abris,Manufacturing processes and products,Plant and treebiology
541974-2019,2019,University of Toronto,3375.0,,Research Training and Talent Development,Engineering yeast to degrade plastic,Manufacturing processes and products,Genetics
544818-2019,2019,Niagara College Canada,3375.0,,Research Partnerships,Food & Beverage Summit,"Health, education and social services",Food science and technology
540465-2019,2019,University of Toronto,3375.0,,Research Training and Talent Development,Identifying epigenetic regulators interacting with MYC to control gene transcription,Manufacturing processes and products,Physics
540268-2019,2019,Université Laval,3375.0,,Research Training and Talent Development,Influence de la fonte des glaciers sur le benthos,Environment,Evolution and ecology
540172-2019,2019,University of Western Ontario,3375.0,,Research Training and Talent Development,PFAS Remediation,Manufacturing processes and products,Environmental engineering
541090-2019,2019,University of British Columbia,3375.0,,Research Training and Talent Development,Phase transformations in the heat affected zone of line pipe steels,Energy resources,Materials science and technology
538885-2019,2019,Brock University,3375.0,,Research Training and Talent Development,Using Fast Periodic Visual Stimulation to Measure Face Recognition,"Health, education and social services",Psychology
544752-2019,2019,Institut de tourisme et d'hôtellerie du Québec,3450.0,,Research Partnerships,Voyage exploratoire partenarial - Îles de la Madeleine,Transportation systems and services,Cognitive science -- fundamental
538181-2019,2019,Yukon College,3500.0,,Research Training and Talent Development,MoLab Trip to Rural Yukon Communities,Information and communication services,Other studies in natural sciences and engineering
541398-2019,2019,University of Toronto,3557.0,,Research Training and Talent Development,Development of Cell-Free Synthetic Biology Tools for Health Care,"Health, education and social services",Biomedical engineering
544572-2019,2019,Cégep de la Gaspésie et des Îles,3562.0,,Research Partnerships,Atelier sur la production d'énergies renouvelables,Energy resources,Fluid mechanics
538175-2019,2019,Compost Education Centre,3608.0,,Research Training and Talent Development,"Sustainability, Soil, and Society: Workshops and Demonstrations",The socioeconomic objective available,Soil science
539649-2019,2019,Université de Moncton,3656.0,,Research Training and Talent Development,Analyse énergétique et exergétique d'un système à air comprimé dans un Tube Vortex,Environment,Mechanical engineering
541258-2019,2019,University of Toronto,3656.0,,Research Training and Talent Development,Measurement of movement synchrony in experienced salsa dancers,Agriculture and primary food production,Animal biology
540595-2019,2019,University of Calgary,3656.0,,Research Training and Talent Development,Optimizing functional neuroimaging in young children,"Health, education and social services",Psychology
538189-2019,2019,University of British Columbia,3692.0,,Research Training and Talent Development,UBC Physics & Astronomy Outreach (Science Rendezvous),The socioeconomic objective available,Physics
538163-2019,2019,University of Manitoba,3700.0,,Research Training and Talent Development,Hands-off research on Arctic mammals,Environment,Evolution and ecology
542157-2019,2019,Sheridan Institute of Technology and Advanced Learning,3700.0,,Research Partnerships,Toronto Audio Engineering Society (AES) Spatial Audio Symposium,Information and communication services,Digital signal processing
538272-2019,2019,World Fisheries Trust,3750.0,,Research Training and Talent Development,Cast Off On A Science Odyssey!,The socioeconomic objective available,The available search field
549291-2019,2019,Cégep de la Gaspésie et des Îles,3844.0,,Research Partnerships,Développer une expertise en énergie solaire,Environment,Remote sensing
542190-2019,2019,Université Laval,3850.0,,Research Training and Talent Development,Semaine de la culture scientifique - AQJM,The socioeconomic objective available,Pure mathematics
542199-2019,2019,Thompson Rivers University,3869.0,,Research Training and Talent Development,PromoScience Supplements for Science Literacy Week at Thompson,"Health, education and social services",Microbiology
538179-2019,2019,TREC Education,3900.0,,Research Training and Talent Development,Capture the Wind,Environment,"Aerospace, aeronautical and automotive engineering"
538182-2019,2019,Wolastoq Education,3913.0,,Research Training and Talent Development,Wolastoq Education Maker Space,The socioeconomic objective available,Design and manufacturing
538173-2019,2019,Explos-Nature,3918.0,,Research Training and Talent Development,Les oiseaux en direct,The socioeconomic objective available,Cognitive science -- fundamental
546372-2019,2019,Université du Québec à Trois-Rivières,3935.0,,Research Training and Talent Development,Analyse et de modélisation de l'architecture des arbres et de la morphologie de l'écorce,Environment,Plant and tree biology
538913-2019,2019,British Columbia Institute of Technology,3937.0,,Research Training and Talent Development,Development of an off-road powered handcycle with advanced capabilities,Manufacturing processes and products,Biomedical engineering
542016-2019,2019,University of Saskatchewan,3937.0,,Research Training and Talent Development,Interrogating the role played by ocean-redox change as a driver of mass extinction using U isotopes,Environment,Earth science
538914-2019,2019,British Columbia Institute of Technology,3937.0,,Research Training and Talent Development,Modeling the robotic control of an advanced wheelchair system with multiple actuators and sensors,Manufacturing processes and products,Biomedical engineering
538523-2019,2019,Cape Breton University,3937.0,,Research Training and Talent Development,Smart Wound Dressing Material with Hollowed Nanoparticles for Targeted Antibiotics Delivery,"Health, education and social services",Materials science and technology
538115-2019,2019,Okanagan College,3945.0,,Research Partnerships,RIPE Conference,Information and communication services,Social sciences and humanities
544318-2019,2019,Cégep de la Gaspésie et des Îles,4000.0,,Research Partnerships,Colloque de l'industrie éolienne québécoise,Energy resources,Oceanography
548234-2019,2019,Durham College,4000.0,,Research Partnerships,Mixed Reality Capture Studio Grand Opening,Northern development,Biomedical technology
